timestamp,temperature,humidity(%),latency(ms),throughput(bytes/sec),packet_loss(%),rssi(dBm)
2025-06-27 | 00:01:00,30.97,74.17,0.29,0.05,0.0,-56.19
2025-06-27 | 00:02:00,30.97,74.58,0.29,0.05,0.0,-59.12
2025-06-27 | 00:03:00,30.93,74.98,0.28,0.05,0.0,-56.98
2025-06-27 | 00:04:00,30.86,74.62,0.25,0.05,0.0,-58.14
2025-06-27 | 00:05:00,30.79,74.26,0.24,0.05,0.0,-58.43
2025-06-27 | 00:06:00,30.74,73.9,0.24,0.05,0.0,-60.34
2025-06-27 | 00:07:00,30.72,74.07,0.27,0.05,0.0,-57.61
2025-06-27 | 00:08:00,30.75,74.24,0.27,0.05,0.0,-60.15
2025-06-27 | 00:09:00,30.83,75.0,0.3,0.05,0.0,-57.09
2025-06-27 | 00:10:00,30.92,75.03,0.3,0.05,0.0,-56.7
2025-06-27 | 00:11:00,31.02,75.06,0.29,0.05,0.0,-58.37
2025-06-27 | 00:12:00,31.11,75.09,0.28,0.05,0.0,-56.21
2025-06-27 | 00:13:00,31.16,75.21,0.3,0.05,0.0,-57.28
2025-06-27 | 00:14:00,31.19,75.34,0.28,0.05,0.0,-57.15
2025-06-27 | 00:15:00,31.19,75.47,0.28,0.05,0.0,-57.36
2025-06-27 | 00:16:00,31.18,75.18,0.28,0.05,0.0,-57.43
2025-06-27 | 00:17:00,31.17,74.89,0.29,0.05,0.0,-58.06
2025-06-27 | 00:18:00,31.16,75.82,0.27,0.05,0.0,-56.19
2025-06-27 | 00:19:00,31.17,75.91,0.26,0.05,0.0,-57.71
2025-06-27 | 00:20:00,31.19,76.01,0.28,0.05,0.0,-60.58
2025-06-27 | 00:21:00,31.21,76.11,0.25,0.05,0.0,-57.57
2025-06-27 | 00:22:00,31.24,75.82,0.28,0.05,0.0,-55.24
2025-06-27 | 00:23:00,31.27,75.53,0.29,0.05,0.0,-58.99
2025-06-27 | 00:24:00,31.31,75.63,0.22,0.05,0.0,-57.03
2025-06-27 | 00:25:00,31.36,75.72,0.24,0.05,0.0,-57.69
2025-06-27 | 00:26:00,31.42,75.82,0.25,0.05,0.0,-57.0
2025-06-27 | 00:27:00,31.5,75.92,0.23,0.05,0.0,-54.92
2025-06-27 | 00:28:00,31.59,76.02,0.25,0.05,0.0,-56.17
2025-06-27 | 00:29:00,31.68,76.11,0.27,0.05,0.0,-55.28
2025-06-27 | 00:30:00,31.75,76.15,0.28,0.05,0.0,-59.12
2025-06-27 | 00:31:00,31.78,76.19,0.26,0.05,0.0,-59.68
2025-06-27 | 00:32:00,31.77,76.23,0.22,0.05,0.0,-54.63
2025-06-27 | 00:33:00,31.7,76.26,0.23,0.05,0.0,-56.47
2025-06-27 | 00:34:00,31.61,76.3,0.29,0.05,0.0,-58.05
2025-06-27 | 00:35:00,31.5,76.51,0.23,0.05,0.0,-58.61
2025-06-27 | 00:36:00,31.42,76.71,0.26,0.05,0.0,-56.45
2025-06-27 | 00:37:00,31.38,76.13,0.28,0.05,0.0,-58.72
2025-06-27 | 00:38:00,31.39,76.38,0.31,0.05,0.0,-52.63
2025-06-27 | 00:39:00,31.46,76.64,0.25,0.05,0.0,-57.69
2025-06-27 | 00:40:00,31.57,76.89,0.28,0.05,0.0,-58.85
2025-06-27 | 00:41:00,31.69,76.81,0.29,0.05,0.0,-57.04
2025-06-27 | 00:42:00,31.79,76.73,0.27,0.05,0.0,-57.98
2025-06-27 | 00:43:00,31.85,76.64,0.25,0.05,0.0,-58.69
2025-06-27 | 00:44:00,31.87,77.23,0.26,0.05,0.0,-58.25
2025-06-27 | 00:45:00,31.84,77.82,0.31,0.05,0.0,-56.95
2025-06-27 | 00:46:00,31.78,77.92,0.28,0.05,0.0,-56.37
2025-06-27 | 00:47:00,31.72,78.03,0.31,0.05,0.0,-56.44
2025-06-27 | 00:48:00,31.67,78.13,0.3,0.05,0.0,-58.76
2025-06-27 | 00:49:00,31.64,77.5,0.28,0.05,0.0,-61.12
2025-06-27 | 00:50:00,31.63,76.88,0.28,0.05,0.0,-57.82
2025-06-27 | 00:51:00,31.65,76.25,0.28,0.05,0.0,-56.84
2025-06-27 | 00:52:00,31.67,76.8,0.26,0.05,0.0,-58.75
2025-06-27 | 00:53:00,31.71,77.34,0.31,0.05,0.0,-57.01
2025-06-27 | 00:54:00,31.75,77.89,0.31,0.05,0.0,-56.91
2025-06-27 | 00:55:00,31.8,77.87,0.28,0.05,0.0,-58.3
2025-06-27 | 00:56:00,31.86,77.85,0.22,0.05,0.0,-54.56
2025-06-27 | 00:57:00,31.93,77.84,0.26,0.05,0.0,-57.03
2025-06-27 | 00:58:00,32.02,77.81,0.29,0.05,0.0,-58.65
2025-06-27 | 00:59:00,32.1,77.78,0.28,0.05,0.0,-56.35
2025-06-27 | 01:00:00,32.17,77.75,0.31,0.05,0.0,-59.31
2025-06-27 | 01:01:00,32.2,77.72,0.27,0.05,0.0,-57.5
2025-06-27 | 01:02:00,32.2,77.7,0.25,0.05,0.0,-59.16
2025-06-27 | 01:03:00,32.15,77.67,0.26,0.05,0.0,-60.61
2025-06-27 | 01:04:00,32.07,78.6,0.28,0.05,0.0,-61.65
2025-06-27 | 01:05:00,31.99,79.54,0.3,0.05,0.0,-56.86
2025-06-27 | 01:06:00,31.92,78.65,0.3,0.05,0.0,-57.93
2025-06-27 | 01:07:00,31.88,78.42,0.3,0.05,0.0,-56.65
2025-06-27 | 01:08:00,31.89,78.18,0.28,0.05,0.0,-57.88
2025-06-27 | 01:09:00,31.93,78.76,0.25,0.05,0.0,-58.65
2025-06-27 | 01:10:00,31.99,79.33,0.31,0.05,0.0,-58.47
2025-06-27 | 01:11:00,32.05,78.74,0.25,0.05,0.0,-57.23
2025-06-27 | 01:12:00,32.1,78.86,0.27,0.05,0.0,-58.46
2025-06-27 | 01:13:00,32.12,78.99,0.23,0.05,0.0,-55.78
2025-06-27 | 01:14:00,32.14,79.4,0.29,0.05,0.0,-56.87
2025-06-27 | 01:15:00,32.16,79.36,0.27,0.05,0.0,-56.97
2025-06-27 | 01:16:00,32.2,79.32,0.26,0.05,0.0,-56.53
2025-06-27 | 01:17:00,32.27,79.27,0.26,0.05,0.0,-58.2
2025-06-27 | 01:18:00,32.38,79.23,0.24,0.05,0.0,-57.56
2025-06-27 | 01:19:00,32.49,79.18,0.25,0.05,0.0,-56.28
2025-06-27 | 01:20:00,32.59,79.27,0.26,0.05,0.0,-56.09
2025-06-27 | 01:21:00,32.64,79.36,0.26,0.05,0.0,-56.61
2025-06-27 | 01:22:00,32.63,79.45,0.25,0.05,0.0,-57.98
2025-06-27 | 01:23:00,32.55,79.94,0.27,0.05,0.0,-57.93
2025-06-27 | 01:24:00,32.42,80.44,0.28,0.05,0.0,-59.97
2025-06-27 | 01:25:00,32.28,80.94,0.29,0.05,0.0,-54.53
2025-06-27 | 01:26:00,32.17,80.42,0.3,0.05,0.0,-56.95
2025-06-27 | 01:27:00,32.11,79.9,0.29,0.05,0.0,-56.68
2025-06-27 | 01:28:00,32.12,79.38,0.26,0.05,0.0,-55.67
2025-06-27 | 01:29:00,32.2,80.27,0.28,0.05,0.0,-61.96
2025-06-27 | 01:30:00,32.32,81.17,0.32,0.05,0.0,-56.86
2025-06-27 | 01:31:00,32.45,80.97,0.27,0.05,0.0,-57.31
2025-06-27 | 01:32:00,32.55,80.78,0.27,0.05,0.0,-55.46
2025-06-27 | 01:33:00,32.59,80.59,0.25,0.05,0.0,-57.74
2025-06-27 | 01:34:00,32.58,80.44,0.26,0.05,0.0,-58.39
2025-06-27 | 01:35:00,32.52,80.3,0.25,0.05,0.0,-55.98
2025-06-27 | 01:36:00,32.44,80.15,0.29,0.05,0.0,-58.36
2025-06-27 | 01:37:00,32.37,80.41,0.27,0.05,0.0,-58.59
2025-06-27 | 01:38:00,32.34,80.66,0.29,0.05,0.0,-55.7
2025-06-27 | 01:39:00,32.34,80.92,0.26,0.05,0.0,-57.58
2025-06-27 | 01:40:00,32.39,80.94,0.31,0.05,0.0,-56.82
2025-06-27 | 01:41:00,32.47,80.97,0.28,0.05,0.0,-57.61
2025-06-27 | 01:42:00,32.57,80.99,0.29,0.05,0.0,-58.71
2025-06-27 | 01:43:00,32.65,81.24,0.25,0.05,0.0,-57.05
2025-06-27 | 01:44:00,32.72,81.49,0.27,0.05,0.0,-57.91
2025-06-27 | 01:45:00,32.77,81.74,0.27,0.05,0.0,-60.28
2025-06-27 | 01:46:00,32.79,81.61,0.25,0.05,0.0,-56.33
2025-06-27 | 01:47:00,32.8,81.49,0.26,0.05,0.0,-56.7
2025-06-27 | 01:48:00,32.8,81.36,0.28,0.05,0.0,-58.19
2025-06-27 | 01:49:00,32.8,81.69,0.29,0.05,0.0,-57.09
2025-06-27 | 01:50:00,32.79,82.03,0.28,0.05,0.0,-56.48
2025-06-27 | 01:51:00,32.78,82.36,0.23,0.05,0.0,-58.05
2025-06-27 | 01:52:00,32.78,82.34,0.25,0.05,0.0,-57.79
2025-06-27 | 01:53:00,32.79,82.32,0.28,0.05,0.0,-58.43
2025-06-27 | 01:54:00,32.82,82.23,0.3,0.05,0.0,-57.86
2025-06-27 | 01:55:00,32.87,82.15,0.28,0.05,0.0,-59.82
2025-06-27 | 01:56:00,32.95,82.06,0.24,0.05,0.0,-57.8
2025-06-27 | 01:57:00,33.03,82.23,0.28,0.05,0.0,-60.27
2025-06-27 | 01:58:00,33.1,82.39,0.31,0.05,0.0,-58.87
2025-06-27 | 01:59:00,33.14,81.32,0.27,0.05,0.0,-57.98
2025-06-27 | 02:00:00,33.15,81.46,0.3,0.05,0.0,-59.41
2025-06-27 | 02:01:00,33.1,81.59,0.29,0.05,0.0,-58.19
2025-06-27 | 02:02:00,33.02,81.73,0.27,0.05,0.0,-57.57
2025-06-27 | 02:03:00,32.93,81.86,0.24,0.05,0.0,-56.26
2025-06-27 | 02:04:00,32.85,81.99,0.31,0.05,0.0,-57.7
2025-06-27 | 02:05:00,32.81,82.7,0.29,0.05,0.0,-57.08
